"Time","by-stack"
2024-02-26 22:19:30,2087366656
2024-02-26 22:20:00,2261299200
2024-02-26 22:20:30,3033206784
2024-02-26 22:21:00,3616043008
2024-02-26 22:21:30,3669131264
2024-02-26 22:22:00,3767943168
2024-02-26 22:22:30,4057444352
2024-02-26 22:23:00,4143198208
2024-02-26 22:23:30,4202287104
2024-02-26 22:24:00,4255744000
2024-02-26 22:24:30,4331175936
2024-02-26 22:25:00,4415983616
2024-02-26 22:25:30,4436697088
2024-02-26 22:26:00,4434432000
2024-02-26 22:26:30,4478173184
2024-02-26 22:27:00,4476366848
2024-02-26 22:27:30,4494028800
2024-02-26 22:28:00,4506095616
2024-02-26 22:28:30,4511133696
2024-02-26 22:29:00,4518240256
2024-02-26 22:29:30,4503638016
