"Time","by-stack"
2024-02-26 22:19:45,3
2024-02-26 22:20:00,3
2024-02-26 22:20:15,4
2024-02-26 22:20:30,4
2024-02-26 22:20:45,4
2024-02-26 22:21:00,4
2024-02-26 22:21:15,4
2024-02-26 22:21:30,4
2024-02-26 22:21:45,5
2024-02-26 22:22:00,6
2024-02-26 22:22:15,6
2024-02-26 22:22:30,6
2024-02-26 22:22:45,6
2024-02-26 22:23:00,6
2024-02-26 22:23:15,6
2024-02-26 22:23:30,6
2024-02-26 22:23:45,6
2024-02-26 22:24:00,6
2024-02-26 22:24:15,6
2024-02-26 22:24:30,7
2024-02-26 22:24:45,8
2024-02-26 22:25:00,8
2024-02-26 22:25:15,8
2024-02-26 22:25:30,8
2024-02-26 22:25:45,8
2024-02-26 22:26:00,8
2024-02-26 22:26:15,8
2024-02-26 22:26:30,8
2024-02-26 22:26:45,8
2024-02-26 22:27:00,8
2024-02-26 22:27:15,8
2024-02-26 22:27:30,8
2024-02-26 22:27:45,8
2024-02-26 22:28:00,8
2024-02-26 22:28:15,8
2024-02-26 22:28:30,8
2024-02-26 22:28:45,8
2024-02-26 22:29:00,8
2024-02-26 22:29:15,8
2024-02-26 22:29:30,8
2024-02-26 22:29:45,8
