"Time","by-stack"
2024-02-26 22:19:30,21942272
2024-02-26 22:20:00,24985600
2024-02-26 22:20:30,25059328
2024-02-26 22:21:00,44367872
2024-02-26 22:21:30,48922624
2024-02-26 22:22:00,87928832
2024-02-26 22:22:30,89083904
2024-02-26 22:23:00,122724352
2024-02-26 22:23:30,130564096
2024-02-26 22:24:00,170221568
2024-02-26 22:24:30,189153280
2024-02-26 22:25:00,216514560
2024-02-26 22:25:30,226025472
2024-02-26 22:26:00,251781120
2024-02-26 22:26:30,263028736
2024-02-26 22:27:00,283033600
2024-02-26 22:27:30,291422208
2024-02-26 22:28:00,304173056
2024-02-26 22:28:30,316248064
2024-02-26 22:29:00,363446272
2024-02-26 22:29:30,362700800
