"Time","by-stack"
2023-05-28 20:33:30,1997619200
2023-05-28 20:34:00,2121682944
2023-05-28 20:34:30,2518528000
2023-05-28 20:35:00,2621284352
2023-05-28 20:35:30,2691612672
2023-05-28 20:36:00,2770436096
2023-05-28 20:36:30,2846904320
2023-05-28 20:37:00,2895159296
2023-05-28 20:37:30,2945626112
2023-05-28 20:38:00,3038253056
2023-05-28 20:38:30,3056865280
2023-05-28 20:39:00,3165388800
2023-05-28 20:39:30,3272986624
2023-05-28 20:40:00,3341778944
2023-05-28 20:40:30,3697725440
2023-05-28 20:41:00,3728637952
2023-05-28 20:41:30,3908521984
2023-05-28 20:42:00,3914604544
2023-05-28 20:42:30,3915927552
2023-05-28 20:43:00,3962654720
2023-05-28 20:43:30,3432103936

