"Time","by-stack"
2023-05-28 20:33:30,0.0432
2023-05-28 20:34:00,0.343
2023-05-28 20:34:30,2.59
2023-05-28 20:35:00,3.66
2023-05-28 20:35:30,3.08
2023-05-28 20:36:00,3.67
2023-05-28 20:36:30,3.58
2023-05-28 20:37:00,3.60
2023-05-28 20:37:30,3.61
2023-05-28 20:38:00,3.40
2023-05-28 20:38:30,3.58
2023-05-28 20:39:00,3.41
2023-05-28 20:39:30,3.20
2023-05-28 20:40:00,3.12
2023-05-28 20:40:30,3.16
2023-05-28 20:41:00,2.77
2023-05-28 20:41:30,2.69
2023-05-28 20:42:00,3.46
2023-05-28 20:42:30,2.96
2023-05-28 20:43:00,0.829
2023-05-28 20:43:30,0.441

