"Time","Total Cost"
2023-05-28 20:35:45,70.12
2023-05-28 20:36:00,124.92
2023-05-28 20:36:15,124.92
2023-05-28 20:36:30,124.92
2023-05-28 20:36:45,124.92
2023-05-28 20:37:00,126.05
2023-05-28 20:37:15,126.05
2023-05-28 20:37:30,126.05
2023-05-28 20:37:45,126.05
2023-05-28 20:38:00,127.59
2023-05-28 20:38:15,127.59
2023-05-28 20:38:30,127.59
2023-05-28 20:38:45,127.59
2023-05-28 20:39:00,133.11
2023-05-28 20:39:15,133.11
2023-05-28 20:39:30,133.11
2023-05-28 20:39:45,133.11
2023-05-28 20:40:00,122.69
2023-05-28 20:40:15,122.69
2023-05-28 20:40:30,122.69
2023-05-28 20:40:45,122.69
2023-05-28 20:41:00,125.07
2023-05-28 20:41:15,125.07
2023-05-28 20:41:30,125.07
2023-05-28 20:41:45,125.07
2023-05-28 20:42:00,123.61
2023-05-28 20:42:15,123.61
2023-05-28 20:42:30,123.61
2023-05-28 20:42:45,123.61
2023-05-28 20:43:00,123.48
2023-05-28 20:43:15,123.48
2023-05-28 20:43:30,123.48
2023-05-28 20:43:45,123.48
2023-05-28 20:44:00,93.55
2023-05-28 20:44:15,93.55
2023-05-28 20:44:30,93.55
2023-05-28 20:44:45,93.55
2023-05-28 20:45:00,129.94
2023-05-28 20:45:15,129.94
2023-05-28 20:45:30,129.94
2023-05-28 20:45:45,129.94

