"Time","by-stack"
2024-01-19 21:08:00,2116624384
2024-01-19 21:08:30,2371944448
2024-01-19 21:09:00,3207753728
2024-01-19 21:09:30,3873132544
2024-01-19 21:10:00,4158234624
2024-01-19 21:10:30,4225581056
2024-01-19 21:11:00,4540968960
2024-01-19 21:11:30,5005299712
2024-01-19 21:12:00,4967940096
2024-01-19 21:12:30,5017735168
2024-01-19 21:13:00,5125627904
2024-01-19 21:13:30,5140930560
2024-01-19 21:14:00,5159780352
2024-01-19 21:14:30,5173997568
2024-01-19 21:15:00,5192658944
2024-01-19 21:15:30,5194330112
2024-01-19 21:16:00,5206876160
2024-01-19 21:16:30,5204959232
2024-01-19 21:17:00,5212499968
2024-01-19 21:17:30,5230940160
2024-01-19 21:18:00,5215264768
