"Time","by-stack"
2024-01-19 21:08:00,0.0559
2024-01-19 21:08:30,2.07
2024-01-19 21:09:00,4.06
2024-01-19 21:09:30,4.99
2024-01-19 21:10:00,4.96
2024-01-19 21:10:30,4.90
2024-01-19 21:11:00,5.30
2024-01-19 21:11:30,5.50
2024-01-19 21:12:00,4.36
2024-01-19 21:12:30,4.57
2024-01-19 21:13:00,4.64
2024-01-19 21:13:30,5.06
2024-01-19 21:14:00,4.80
2024-01-19 21:14:30,5.08
2024-01-19 21:15:00,4.99
2024-01-19 21:15:30,4.98
2024-01-19 21:16:00,5.29
2024-01-19 21:16:30,5.27
2024-01-19 21:17:00,5.44
2024-01-19 21:17:30,5.41
2024-01-19 21:18:00,4.95
