"Time","by-stack - bystackgo","by-stack - bystackjvm","by-stack - bystacknode","by-stack - carts-db","by-stack - catalogue-db","by-stack - orders-db","by-stack - rabbitmq","by-stack - rabbitmq-exporter","by-stack - session-db","by-stack - user-db"
2024-01-19 21:08:15,1,1,1,1,1,1,1,1,1,1
2024-01-19 21:08:30,1,1,1,1,1,1,1,1,1,1
2024-01-19 21:08:45,1,1,1,1,1,1,1,1,1,1
2024-01-19 21:09:00,1,1,1,1,1,1,1,1,1,1
2024-01-19 21:09:15,1,1,1,1,1,1,1,1,1,1
2024-01-19 21:09:30,1,1,1,1,1,1,1,1,1,1
2024-01-19 21:09:45,2,1,1,1,1,1,1,1,1,1
2024-01-19 21:10:00,2,1,2,1,1,1,1,1,1,1
2024-01-19 21:10:15,2,1,2,1,1,1,1,1,1,1
2024-01-19 21:10:30,2,1,2,1,1,1,1,1,1,1
2024-01-19 21:10:45,2,1,2,1,1,1,1,1,1,1
2024-01-19 21:11:00,2,1,2,1,1,1,1,1,1,1
2024-01-19 21:11:15,2,2,2,1,1,1,1,1,1,1
2024-01-19 21:11:30,3,2,2,1,1,1,1,1,1,1
2024-01-19 21:11:45,3,2,2,1,1,1,1,1,1,1
2024-01-19 21:12:00,3,2,2,1,1,1,1,1,1,1
2024-01-19 21:12:15,3,2,3,1,1,1,1,1,1,1
2024-01-19 21:12:30,3,2,3,1,1,1,1,1,1,1
2024-01-19 21:12:45,3,2,3,1,1,1,1,1,1,1
2024-01-19 21:13:00,3,2,3,1,1,1,1,1,1,1
2024-01-19 21:13:15,3,2,3,1,1,1,1,1,1,1
2024-01-19 21:13:30,3,2,3,1,1,1,1,1,1,1
2024-01-19 21:13:45,3,2,3,1,1,1,1,1,1,1
2024-01-19 21:14:00,3,2,3,1,1,1,1,1,1,1
2024-01-19 21:14:15,3,2,3,1,1,1,1,1,1,1
2024-01-19 21:14:30,3,2,3,1,1,1,1,1,1,1
2024-01-19 21:14:45,3,2,3,1,1,1,1,1,1,1
2024-01-19 21:15:00,3,2,3,1,1,1,1,1,1,1
2024-01-19 21:15:15,3,2,3,1,1,1,1,1,1,1
2024-01-19 21:15:30,3,2,3,1,1,1,1,1,1,1
2024-01-19 21:15:45,3,2,3,1,1,1,1,1,1,1
2024-01-19 21:16:00,3,2,3,1,1,1,1,1,1,1
2024-01-19 21:16:15,3,2,3,1,1,1,1,1,1,1
2024-01-19 21:16:30,3,2,3,1,1,1,1,1,1,1
2024-01-19 21:16:45,3,2,3,1,1,1,1,1,1,1
2024-01-19 21:17:00,2,2,3,1,1,1,1,1,1,1
2024-01-19 21:17:15,2,2,3,1,1,1,1,1,1,1
2024-01-19 21:17:30,2,2,3,1,1,1,1,1,1,1
2024-01-19 21:17:45,2,2,3,1,1,1,1,1,1,1
2024-01-19 21:18:00,2,2,3,1,1,1,1,1,1,1
2024-01-19 21:18:15,2,2,3,1,1,1,1,1,1,1
