"Time","all-in-one"
2024-01-23 09:30:00,2306895872
2024-01-23 09:30:30,2550288384
2024-01-23 09:31:00,3820027904
2024-01-23 09:31:30,4230250496
2024-01-23 09:32:00,4511412224
2024-01-23 09:32:30,4596826112
2024-01-23 09:33:00,4642508800
2024-01-23 09:33:30,4751134720
2024-01-23 09:34:00,4856635392
2024-01-23 09:34:30,4922068992
2024-01-23 09:35:00,4994953216
2024-01-23 09:35:30,5035630592
2024-01-23 09:36:00,5110059008
2024-01-23 09:36:30,5133549568
2024-01-23 09:37:00,5154127872
2024-01-23 09:37:30,5147381760
2024-01-23 09:38:00,5149896704
2024-01-23 09:38:30,5091418112
2024-01-23 09:39:00,5102497792
2024-01-23 09:39:30,5096108032
2024-01-23 09:40:00,5170909184
