"Time","all-in-one"
2024-01-23 09:30:00,20320256
2024-01-23 09:30:30,37093376
2024-01-23 09:31:00,37572608
2024-01-23 09:31:30,57315328
2024-01-23 09:32:00,57311232
2024-01-23 09:32:30,90927104
2024-01-23 09:33:00,103579648
2024-01-23 09:33:30,146173952
2024-01-23 09:34:00,149991424
2024-01-23 09:34:30,161607680
2024-01-23 09:35:00,192147456
2024-01-23 09:35:30,239497216
2024-01-23 09:36:00,239497216
2024-01-23 09:36:30,249061376
2024-01-23 09:37:00,263258112
2024-01-23 09:37:30,271745024
2024-01-23 09:38:00,281747456
2024-01-23 09:38:30,289873920
2024-01-23 09:39:00,302014464
2024-01-23 09:39:30,303104000
2024-01-23 09:40:00,303104000
