Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,28780,0,130,296.2690062543433,1,2029,8688.0,47.96409085156504,0.0,130,230,380,540,920,1100,1200,1400,1700,1900,2000
GET,/basket.html,28258,0,99,268.25762615896383,1,2221,23020.0,47.09413757065757,0.0,99,200,340,500,900,1100,1200,1400,1800,2100,2200
DELETE,/cart,26381,0,4700,4350.202873280012,18,7791,0.0,43.96597222915696,0.0,4700,4900,5100,5300,5700,6100,6600,6800,7300,7700,7800
POST,/cart,28260,44,6400,6189.9441613588115,46,10990,0.09964614295824487,47.09747072499055,0.07332939532553377,6400,6800,7200,7500,8200,8700,9200,9500,10000,11000,11000
GET,/category.html,28550,0,94,262.2696672504378,1,2024,11518.0,47.58077810327248,0.0,94,190,350,530,880,1000,1200,1300,1700,1900,2000
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,3046,0,95,262.85948785292186,0,1830,10364.0,5.076394049126724,0.0,95,200,370,540,890,1000,1200,1200,1700,1800,1800
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,3211,0,94,263.97726564933043,0,1884,10364.0,5.351379281597476,0.0,94,200,360,530,900,1000,1200,1300,1600,1900,1900
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,3226,0,97,268.9978301301922,1,1887,10364.0,5.376377939094817,0.0,97,200,350,540,940,1000,1200,1400,1600,1900,1900
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,3171,0,95,268.3431094292022,1,1915,10364.0,5.284716194937899,0.0,95,200,350,530,900,1100,1200,1400,1600,1900,1900
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,3214,0,97,266.610765401369,0,1832,10364.0,5.3563790130969435,0.0,97,200,360,530,910,1000,1200,1300,1600,1800,1800
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,3136,0,96,263.53125,0,2014,10364.0,5.22638599411077,0.0,96,200,330,530,900,1000,1200,1300,1700,2000,2000
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,3136,0,94,261.13871173469386,1,1919,10364.0,5.22638599411077,0.0,95,200,330,520,890,1000,1200,1300,1600,1900,1900
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,3127,0,98,276.7185801087304,1,1928,10364.0,5.211386799612366,0.0,98,220,400,560,930,1000,1200,1400,1700,1900,1900
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,3280,0,98,267.8993902439024,1,1661,10364.0,5.4663731060852445,0.0,98,200,360,550,900,1000,1200,1300,1600,1700,1700
GET,/login,28552,0,5400,5252.221525637434,71,9788,12.99817876155786,47.58411125760546,0.0,5400,5800,6100,6400,7300,7800,8200,8500,9200,9600,9800
POST,/orders,26587,0,22000,21655.268890811298,227,40328,609.0074848610222,44.30928712545378,0.0,22000,36000,37000,37000,38000,38000,39000,39000,39000,40000,40000
,Aggregated,223915,44,1100,4674.133921354085,0,40328,6885.67282227631,373.17162623447484,0.07332939532553377,1100,4900,5700,6200,8400,35000,37000,38000,39000,39000,40000
