"Time","Total Cost"
2023-05-27 13:33:45,70.79
2023-05-27 13:34:00,116.71
2023-05-27 13:34:15,116.71
2023-05-27 13:34:30,116.71
2023-05-27 13:34:45,116.71
2023-05-27 13:35:00,118.03
2023-05-27 13:35:15,118.03
2023-05-27 13:35:30,118.03
2023-05-27 13:35:45,118.03
2023-05-27 13:36:00,125.55
2023-05-27 13:36:15,125.55
2023-05-27 13:36:30,125.55
2023-05-27 13:36:45,125.55
2023-05-27 13:37:00,128.16
2023-05-27 13:37:15,128.16
2023-05-27 13:37:30,128.16
2023-05-27 13:37:45,128.16
2023-05-27 13:38:00,134.05
2023-05-27 13:38:15,134.05
2023-05-27 13:38:30,134.05
2023-05-27 13:38:45,134.05
2023-05-27 13:39:00,134.16
2023-05-27 13:39:15,134.16
2023-05-27 13:39:30,134.16
2023-05-27 13:39:45,134.16
2023-05-27 13:40:00,135.29
2023-05-27 13:40:15,135.29
2023-05-27 13:40:30,135.29
2023-05-27 13:40:45,135.29
2023-05-27 13:41:00,134.41
2023-05-27 13:41:15,134.41
2023-05-27 13:41:30,134.41
2023-05-27 13:41:45,134.41
2023-05-27 13:42:00,124.28
2023-05-27 13:42:15,124.28
2023-05-27 13:42:30,124.28
2023-05-27 13:42:45,124.28
2023-05-27 13:43:00,121.39
2023-05-27 13:43:15,121.39
2023-05-27 13:43:30,121.39
2023-05-27 13:43:45,121.39

