"Time","by-stack"
2023-05-27 13:31:30,1995689984
2023-05-27 13:32:00,2212114432
2023-05-27 13:32:30,2387877888
2023-05-27 13:33:00,2475270144
2023-05-27 13:33:30,2597847040
2023-05-27 13:34:00,2711433216
2023-05-27 13:34:30,2749476864
2023-05-27 13:35:00,2797318144
2023-05-27 13:35:30,2860785664
2023-05-27 13:36:00,2881810432
2023-05-27 13:36:30,2910908416
2023-05-27 13:37:00,2973339648
2023-05-27 13:37:30,2985115648
2023-05-27 13:38:00,2988810240
2023-05-27 13:38:30,3034427392
2023-05-27 13:39:00,3000569856
2023-05-27 13:39:30,3000463360
2023-05-27 13:40:00,3001352192
2023-05-27 13:40:30,3005075456
2023-05-27 13:41:00,3038912512
2023-05-27 13:41:30,2987257856

