"Time","by-stack"
2023-05-27 13:31:30,2818048
2023-05-27 13:32:00,2818048
2023-05-27 13:32:30,15851520
2023-05-27 13:33:00,16977920
2023-05-27 13:33:30,52711424
2023-05-27 13:34:00,52973568
2023-05-27 13:34:30,80953344
2023-05-27 13:35:00,86695936
2023-05-27 13:35:30,122773504
2023-05-27 13:36:00,121786368
2023-05-27 13:36:30,157560832
2023-05-27 13:37:00,167567360
2023-05-27 13:37:30,198545408
2023-05-27 13:38:00,198545408
2023-05-27 13:38:30,204357632
2023-05-27 13:39:00,212262912
2023-05-27 13:39:30,213876736
2023-05-27 13:40:00,221863936
2023-05-27 13:40:30,215117824
2023-05-27 13:41:00,231759872
2023-05-27 13:41:30,252645376

