"Time","by-stack"
2023-05-27 13:31:30,0.0401
2023-05-27 13:32:00,0.873
2023-05-27 13:32:30,3.12
2023-05-27 13:33:00,3.32
2023-05-27 13:33:30,3.63
2023-05-27 13:34:00,3.14
2023-05-27 13:34:30,3.22
2023-05-27 13:35:00,3.63
2023-05-27 13:35:30,3.58
2023-05-27 13:36:00,3.55
2023-05-27 13:36:30,3.56
2023-05-27 13:37:00,3.40
2023-05-27 13:37:30,3.59
2023-05-27 13:38:00,3.61
2023-05-27 13:38:30,3.53
2023-05-27 13:39:00,3.59
2023-05-27 13:39:30,3.39
2023-05-27 13:40:00,3.60
2023-05-27 13:40:30,3.60
2023-05-27 13:41:00,3.61
2023-05-27 13:41:30,3.56

