"Time","by-stack - bystackgo","by-stack - bystackjvm","by-stack - bystacknode","by-stack - carts-db","by-stack - catalogue-db","by-stack - orders-db","by-stack - rabbitmq","by-stack - rabbitmq-exporter","by-stack - session-db","by-stack - user-db"
2023-05-28 11:33:00,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:33:15,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:33:30,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:33:45,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:34:00,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:34:15,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:34:30,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:34:45,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:35:00,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:35:15,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:35:30,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:35:45,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:36:00,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:36:15,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:36:30,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:36:45,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:37:00,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:37:15,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:37:30,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:37:45,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:38:00,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:38:15,0,0,1,0,0,0,0,0,0,0
2023-05-28 11:38:30,0,0,1,0,0,0,0,0,0,0
2023-05-28 11:38:45,0,0,1,0,0,0,0,0,0,0
2023-05-28 11:39:00,0,0,1,0,0,0,0,0,0,0
2023-05-28 11:39:15,0,0,1,0,0,0,0,0,0,0
2023-05-28 11:39:30,0,0,1,0,0,0,0,0,0,0
2023-05-28 11:39:45,0,0,1,0,0,0,0,0,0,0
2023-05-28 11:40:00,0,0,1,0,0,0,0,0,0,0
2023-05-28 11:40:15,0,0,2,0,0,0,0,0,0,0
2023-05-28 11:40:30,0,0,2,0,0,0,0,0,0,0
2023-05-28 11:40:45,0,0,2,0,0,0,0,0,0,0
2023-05-28 11:41:00,0,0,2,0,0,0,0,0,0,0
2023-05-28 11:41:15,0,0,2,0,0,0,0,0,0,0
2023-05-28 11:41:30,1,0,2,0,0,0,0,0,0,0
2023-05-28 11:41:45,1,0,2,0,0,0,0,0,0,0
2023-05-28 11:42:00,1,0,3,0,0,0,0,0,0,0
2023-05-28 11:42:15,1,0,3,0,0,0,0,0,0,0
2023-05-28 11:42:30,1,0,3,0,0,0,0,0,0,0
2023-05-28 11:42:45,1,0,3,0,0,0,0,0,0,0
2023-05-28 11:43:00,1,0,3,0,0,0,0,0,0,0

