"Time","by-stack - bystackgo","by-stack - bystackjvm","by-stack - bystacknode","by-stack - carts-db","by-stack - catalogue-db","by-stack - orders-db","by-stack - rabbitmq","by-stack - rabbitmq-exporter","by-stack - session-db","by-stack - user-db"
2023-05-28 11:33:00,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:33:15,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:33:30,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:33:45,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:34:00,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:34:15,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:34:30,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:34:45,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:35:00,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:35:15,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:35:30,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:35:45,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:36:00,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:36:15,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:36:30,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:36:45,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:37:00,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:37:15,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:37:30,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:37:45,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:38:00,1,1,0,1,1,1,1,1,1,1
2023-05-28 11:38:15,1,1,0,1,1,1,1,1,1,1
2023-05-28 11:38:30,1,1,0,1,1,1,1,1,1,1
2023-05-28 11:38:45,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:39:00,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:39:15,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:39:30,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:39:45,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:40:00,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:40:15,1,1,0,1,1,1,1,1,1,1
2023-05-28 11:40:30,1,1,0,1,1,1,1,1,1,1
2023-05-28 11:40:45,1,1,0,1,1,1,1,1,1,1
2023-05-28 11:41:00,1,1,0,1,1,1,1,1,1,1
2023-05-28 11:41:15,1,1,1,1,1,1,1,1,1,1
2023-05-28 11:41:30,0,1,0,1,1,1,1,1,1,1
2023-05-28 11:41:45,0,1,0,1,1,1,1,1,1,1
2023-05-28 11:42:00,0,1,0,1,1,1,1,1,1,1
2023-05-28 11:42:15,0,1,0,1,1,1,1,1,1,1
2023-05-28 11:42:30,0,1,0,1,1,1,1,1,1,1
2023-05-28 11:42:45,0,1,0,1,1,1,1,1,1,1
2023-05-28 11:43:00,0,1,0,1,1,1,1,1,1,1

