"Time","by-stack"
2023-05-28 11:33:00,2949120
2023-05-28 11:33:30,3944448
2023-05-28 11:34:00,15503360
2023-05-28 11:34:30,17567744
2023-05-28 11:35:00,47992832
2023-05-28 11:35:30,48254976
2023-05-28 11:36:00,84467712
2023-05-28 11:36:30,84467712
2023-05-28 11:37:00,102375424
2023-05-28 11:37:30,116047872
2023-05-28 11:38:00,157507584
2023-05-28 11:38:30,163397632
2023-05-28 11:39:00,163545088
2023-05-28 11:39:30,183861248
2023-05-28 11:40:00,188055552
2023-05-28 11:40:30,191782912
2023-05-28 11:41:00,206462976
2023-05-28 11:41:30,206479360
2023-05-28 11:42:00,214884352
2023-05-28 11:42:30,214888448
2023-05-28 11:43:00,128139264

