Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,22822,827,92,2938.656340373324,3,61585,8373.173253877838,38.060867292258145,1.3792102905397199,92,170,470,1100,3100,16000,61000,61000,61000,61000,62000
GET,/basket.html,20112,2085,35,1429.7282618526795,5,61792,20633.52923627685,33.54132692059836,3.4772109501515307,35,66,100,140,700,3200,32000,61000,61000,61000,62000
DELETE,/cart,18606,3022,6200,10995.510695474579,8,69681,0.0,31.029729946532076,5.039871218876703,6200,6900,7400,7800,34000,61000,61000,61000,66000,70000,70000
POST,/cart,21269,3517,8300,9304.331985518831,9,70858,0.04513611359255254,35.47088714569444,5.865396120711239,8300,9000,9800,11000,15000,20000,24000,61000,66000,70000,71000
GET,/category.html,22650,1969,85,5243.838767568521,5,62086,10516.722207505518,37.774018235459074,3.283754609519599,85,320,2600,2700,17000,60000,61000,61000,61000,62000,62000
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,2490,92,81,2204.2184738955825,5,61002,9981.073092369477,4.152640415288879,0.15343089084601477,82,360,1500,2300,3200,16000,32000,32000,61000,61000,61000
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,2470,83,68,1932.8242914979758,5,60999,10015.736032388664,4.119285873800615,0.13842134717629595,68,220,1300,1600,3200,16000,32000,32000,61000,61000,61000
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,2437,77,80,2041.0291341813706,5,61025,10036.53672548215,4.064250880344979,0.12841498472981672,80,270,1400,1700,3200,8200,32000,32000,61000,61000,61000
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,2430,83,74,1918.7168724279836,5,60996,10010.00329218107,4.052576790824086,0.13842134717629595,74,250,1400,1600,3200,4600,32000,32000,61000,61000,61000
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,2484,82,73,1872.2777777777778,5,60993,10021.871175523349,4.142634052842399,0.13675362010188274,73,270,1500,1900,3200,4700,18000,32000,61000,61000,61000
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,2468,76,74,1727.199351701783,5,60990,10044.849270664507,4.115950419651788,0.1267472576554035,74,250,1400,1700,3200,4000,18000,32000,61000,61000,61000
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,2432,89,76,2043.2582236842106,5,61545,9984.725328947368,4.055912244972912,0.14842770962277516,76,260,1400,1800,3200,8000,32000,32000,61000,62000,62000
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,2491,89,72,1894.2798073063027,5,60986,9993.708550782818,4.154308142363291,0.14842770962277516,72,270,1400,1700,3200,4700,32000,32000,61000,61000,61000
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,2491,90,81,2010.0851063829787,5,61084,9989.547972701726,4.154308142363291,0.15009543669718836,81,280,1400,1700,3200,4800,32000,32000,61000,61000,61000
GET,/login,22761,5721,7400,22590.802288615832,9,120911,8.307411800887483,37.95913594071894,9.541066592717941,7400,8600,12000,46000,66000,111000,117000,118000,120000,121000,121000
POST,/orders,18987,10130,34000,35425.241569838574,9,120185,287.36114183388634,31.665133961883505,16.894075263805757,34000,57000,60000,60000,60000,62000,113000,116000,120000,120000,120000
,Aggregated,169400,28032,2600,10905.465008651228,3,120911,6328.484515938607,282.5129664055968,46.749725349950936,2600,7000,8400,10000,45000,60000,63000,111000,120000,120000,121000
