"Time","Total Cost"
2023-05-29 17:44:45,68.66
2023-05-29 17:45:00,84.21
2023-05-29 17:45:15,84.21
2023-05-29 17:45:30,84.21
2023-05-29 17:45:45,84.21
2023-05-29 17:46:00,112.61
2023-05-29 17:46:15,112.61
2023-05-29 17:46:30,112.61
2023-05-29 17:46:45,112.61
2023-05-29 17:47:00,116.68
2023-05-29 17:47:15,116.68
2023-05-29 17:47:30,116.68
2023-05-29 17:47:45,116.68
2023-05-29 17:48:00,115.54
2023-05-29 17:48:15,115.54
2023-05-29 17:48:30,115.54
2023-05-29 17:48:45,115.54
2023-05-29 17:49:00,114.32
2023-05-29 17:49:15,114.32
2023-05-29 17:49:30,114.32
2023-05-29 17:49:45,114.32
2023-05-29 17:50:00,114.34
2023-05-29 17:50:15,114.34
2023-05-29 17:50:30,114.34
2023-05-29 17:50:45,114.34
2023-05-29 17:51:00,115.39
2023-05-29 17:51:15,115.39
2023-05-29 17:51:30,115.39
2023-05-29 17:51:45,115.39
2023-05-29 17:52:00,115.56
2023-05-29 17:52:15,115.56
2023-05-29 17:52:30,115.56
2023-05-29 17:52:45,115.56
2023-05-29 17:53:00,114.84
2023-05-29 17:53:15,114.84
2023-05-29 17:53:30,114.84
2023-05-29 17:53:45,114.84
2023-05-29 17:54:00,115.41
2023-05-29 17:54:15,115.41
2023-05-29 17:54:30,115.41
2023-05-29 17:54:45,115.41

