"Time","receive - by-stack","transmit - by-stack"
2024-02-27 06:56:00,45993,-103491
2024-02-27 06:56:30,4384885,-5463736
2024-02-27 06:57:00,8942033,-10468553
2024-02-27 06:57:30,10267779,-11723851
2024-02-27 06:58:00,17180680,-20377728
2024-02-27 06:58:30,18767181,-22228189
2024-02-27 06:59:00,15828795,-18692894
2024-02-27 06:59:30,16952824,-20257175
2024-02-27 07:00:00,20529616,-24468188
2024-02-27 07:00:30,22377138,-26753645
2024-02-27 07:01:00,24549042,-29547131
2024-02-27 07:01:30,23715937,-28598394
2024-02-27 07:02:00,24361328,-29219402
2024-02-27 07:02:30,24202570,-28727044
2024-02-27 07:03:00,23638049,-27882692
2024-02-27 07:03:30,28291260,-33706361
2024-02-27 07:04:00,28118742,-33477742
2024-02-27 07:04:30,28315001,-33776309
2024-02-27 07:05:00,27308262,-32491555
2024-02-27 07:05:30,27926727,-33317612
2024-02-27 07:06:00,27636714,-32637385
