"Time","by-stack"
2024-02-27 06:56:15,3
2024-02-27 06:56:30,3
2024-02-27 06:56:45,4
2024-02-27 06:57:00,4
2024-02-27 06:57:15,4
2024-02-27 06:57:30,4
2024-02-27 06:57:45,4
2024-02-27 06:58:00,4
2024-02-27 06:58:15,6
2024-02-27 06:58:30,6
2024-02-27 06:58:45,6
2024-02-27 06:59:00,6
2024-02-27 06:59:15,6
2024-02-27 06:59:30,6
2024-02-27 06:59:45,6
2024-02-27 07:00:00,6
2024-02-27 07:00:15,6
2024-02-27 07:00:30,6
2024-02-27 07:00:45,6
2024-02-27 07:01:00,6
2024-02-27 07:01:15,8
2024-02-27 07:01:30,8
2024-02-27 07:01:45,8
2024-02-27 07:02:00,8
2024-02-27 07:02:15,8
2024-02-27 07:02:30,8
2024-02-27 07:02:45,8
2024-02-27 07:03:00,8
2024-02-27 07:03:15,8
2024-02-27 07:03:30,8
2024-02-27 07:03:45,8
2024-02-27 07:04:00,8
2024-02-27 07:04:15,8
2024-02-27 07:04:30,8
2024-02-27 07:04:45,8
2024-02-27 07:05:00,8
2024-02-27 07:05:15,8
2024-02-27 07:05:30,8
2024-02-27 07:05:45,8
2024-02-27 07:06:00,8
2024-02-27 07:06:15,8
