"Time","by-stack"
2024-02-27 06:56:00,0.0748
2024-02-27 06:56:30,1.43
2024-02-27 06:57:00,4.50
2024-02-27 06:57:30,4.57
2024-02-27 06:58:00,3.59
2024-02-27 06:58:30,2.88
2024-02-27 06:59:00,3.41
2024-02-27 06:59:30,4.80
2024-02-27 07:00:00,5.21
2024-02-27 07:00:30,4.93
2024-02-27 07:01:00,5.18
2024-02-27 07:01:30,5.31
2024-02-27 07:02:00,5.04
2024-02-27 07:02:30,5.42
2024-02-27 07:03:00,4.90
2024-02-27 07:03:30,5.00
2024-02-27 07:04:00,5.23
2024-02-27 07:04:30,5.45
2024-02-27 07:05:00,5.19
2024-02-27 07:05:30,5.53
2024-02-27 07:06:00,5.14
