"Time","Total Cost"
2024-01-23 09:42:00,69.43
2024-01-23 09:42:15,148.80
2024-01-23 09:42:30,148.80
2024-01-23 09:42:45,148.80
2024-01-23 09:43:00,148.80
2024-01-23 09:43:15,192.42
2024-01-23 09:43:30,192.42
2024-01-23 09:43:45,192.42
2024-01-23 09:44:00,192.42
2024-01-23 09:44:15,239.58
2024-01-23 09:44:30,239.58
2024-01-23 09:44:45,239.58
2024-01-23 09:45:00,239.58
2024-01-23 09:45:15,202.79
2024-01-23 09:45:30,202.79
2024-01-23 09:45:45,202.79
2024-01-23 09:46:00,202.79
2024-01-23 09:46:15,229.82
2024-01-23 09:46:30,229.82
2024-01-23 09:46:45,229.82
2024-01-23 09:47:00,229.82
2024-01-23 09:47:15,235.42
2024-01-23 09:47:30,235.42
2024-01-23 09:47:45,235.42
2024-01-23 09:48:00,235.42
2024-01-23 09:48:15,235.57
2024-01-23 09:48:30,235.57
2024-01-23 09:48:45,235.57
2024-01-23 09:49:00,235.57
2024-01-23 09:49:15,246.14
2024-01-23 09:49:30,246.14
2024-01-23 09:49:45,246.14
2024-01-23 09:50:00,246.14
2024-01-23 09:50:15,255.46
2024-01-23 09:50:30,255.46
2024-01-23 09:50:45,255.46
2024-01-23 09:51:00,255.46
2024-01-23 09:51:15,267.36
2024-01-23 09:51:30,267.36
2024-01-23 09:51:45,267.36
2024-01-23 09:52:00,267.36
