"Time","by-stack"
2024-01-23 09:41:00,17252352
2024-01-23 09:41:30,18919424
2024-01-23 09:42:00,48726016
2024-01-23 09:42:30,53710848
2024-01-23 09:43:00,78635008
2024-01-23 09:43:30,79757312
2024-01-23 09:44:00,133070848
2024-01-23 09:44:30,156676096
2024-01-23 09:45:00,165384192
2024-01-23 09:45:30,172863488
2024-01-23 09:46:00,210169856
2024-01-23 09:46:30,231686144
2024-01-23 09:47:00,246931456
2024-01-23 09:47:30,254980096
2024-01-23 09:48:00,284487680
2024-01-23 09:48:30,307286016
2024-01-23 09:49:00,318337024
2024-01-23 09:49:30,319991808
2024-01-23 09:50:00,351567872
2024-01-23 09:50:30,368254976
2024-01-23 09:51:00,388829184
