"Time","by-dependencies"
2024-02-27 00:25:30,0.106
2024-02-27 00:26:00,1.99
2024-02-27 00:26:30,4.88
2024-02-27 00:27:00,5.31
2024-02-27 00:27:30,5.01
2024-02-27 00:28:00,5.23
2024-02-27 00:28:30,5.61
2024-02-27 00:29:00,5.43
2024-02-27 00:29:30,5.15
2024-02-27 00:30:00,4.97
2024-02-27 00:30:30,4.94
2024-02-27 00:31:00,5.03
2024-02-27 00:31:30,4.68
2024-02-27 00:32:00,4.41
2024-02-27 00:32:30,4.69
2024-02-27 00:33:00,5.31
2024-02-27 00:33:30,5.42
2024-02-27 00:34:00,4.46
2024-02-27 00:34:30,4.68
2024-02-27 00:35:00,5.06
2024-02-27 00:35:30,4.78
