"Time","by-dependencies"
2024-02-27 00:25:30,25772032
2024-02-27 00:26:00,27967488
2024-02-27 00:26:30,51793920
2024-02-27 00:27:00,53772288
2024-02-27 00:27:30,87105536
2024-02-27 00:28:00,93618176
2024-02-27 00:28:30,134230016
2024-02-27 00:29:00,145272832
2024-02-27 00:29:30,180981760
2024-02-27 00:30:00,188047360
2024-02-27 00:30:30,206938112
2024-02-27 00:31:00,223371264
2024-02-27 00:31:30,257441792
2024-02-27 00:32:00,276357120
2024-02-27 00:32:30,305123328
2024-02-27 00:33:00,310419456
2024-02-27 00:33:30,326582272
2024-02-27 00:34:00,343179264
2024-02-27 00:34:30,346746880
2024-02-27 00:35:00,365137920
2024-02-27 00:35:30,398471168
