"workload","scenario","seconds","Min","First.Quartile","Median","Third.Quartile","Maximum"
"300","benchmark",0,1.86080551147461,1.89265060424805,1.95076370239258,1.98156356811523,1.98156356811523
"300","benchmark",60,2.04594421386719,2.07685470581055,2.09390068054199,2.13971710205078,2.13971710205078
"300","benchmark",120,2.18663024902344,2.19679641723633,2.24573135375977,2.28144454956055,2.28144454956055
"300","benchmark",180,2.2886962890625,2.3009033203125,2.32063102722168,2.36060333251953,2.36060333251953
"300","benchmark",240,2.34291839599609,2.34458160400391,2.38521575927734,2.41678237915039,2.50128173828125
"300","benchmark",300,2.37089538574219,2.38181304931641,2.42130661010742,2.43596649169922,2.43596649169922
"300","benchmark",360,2.40667724609375,2.40701675415039,2.45099067687988,2.48443603515625,2.54079055786133
"300","benchmark",420,2.42002105712891,2.42392730712891,2.4504337310791,2.50154113769531,2.56081390380859
"300","benchmark",480,2.41597747802734,2.43991470336914,2.47268486022949,2.48717880249023,2.48717880249023
"300","benchmark",540,2.42901992797852,2.44164276123047,2.47841262817383,2.5075798034668,2.57743453979492
"300","benchmark",600,2.43052291870117,2.4621696472168,2.48916053771973,2.51458358764648,2.58417510986328
"300","all-in-one",0,1.76393127441406,1.81742095947266,1.88688468933105,1.93233108520508,1.93233108520508
"300","all-in-one",60,1.95737075805664,1.96913909912109,2.05563163757324,2.14307403564453,2.31110382080078
"300","all-in-one",120,2.04843139648438,2.06510925292969,2.13801765441895,2.19441223144531,2.32723617553711
"300","all-in-one",180,2.11071014404297,2.11284637451172,2.2043399810791,2.24970626831055,2.34123611450195
"300","all-in-one",240,2.15354919433594,2.18030548095703,2.24356460571289,2.30502319335938,2.37513732910156
"300","all-in-one",300,2.17394256591797,2.21635055541992,2.27973175048828,2.30939865112305,2.39864349365234
"300","all-in-one",360,2.21207427978516,2.23036193847656,2.29410743713379,2.3380012512207,2.41456985473633
"300","all-in-one",420,2.21673202514648,2.24863815307617,2.30052375793457,2.3741340637207,2.42017364501953
"300","all-in-one",480,2.23023986816406,2.24568557739258,2.31670951843262,2.38120269775391,2.42961120605469
"300","all-in-one",540,2.23669052124023,2.27489852905273,2.31908988952637,2.39955902099609,2.44921493530273
"300","all-in-one",600,2.24464797973633,2.26000213623047,2.32927322387695,2.40032577514648,2.43523406982422
"300","by-stack",0,1.78775024414062,1.83526992797852,1.86525726318359,1.92179489135742,1.94342422485352
"300","by-stack",60,1.98160552978516,1.98989486694336,2.05674362182617,2.16020202636719,2.17401885986328
"300","by-stack",120,2.08479690551758,2.14281463623047,2.19139099121094,2.27227401733398,2.27902603149414
"300","by-stack",180,2.1954231262207,2.22927856445312,2.29717826843262,2.34198760986328,2.37063217163086
"300","by-stack",240,2.25020980834961,2.30377197265625,2.3536262512207,2.37887573242188,2.39945602416992
"300","by-stack",300,2.38650894165039,2.38650894165039,2.38878631591797,2.4024543762207,2.4024543762207
"300","by-stack",360,2.34477615356445,2.38181686401367,2.44282913208008,2.45197677612305,2.49009704589844
"300","by-stack",420,2.3671989440918,2.41037368774414,2.4576301574707,2.4703254699707,2.50743865966797
"300","by-stack",480,2.38289260864258,2.42533111572266,2.4763011932373,2.49004364013672,2.51488876342773
"300","by-stack",540,2.40103912353516,2.45170974731445,2.48790550231934,2.49391555786133,2.53508377075195
"300","by-stack",600,2.40840148925781,2.44408416748047,2.4942798614502,2.49828338623047,2.53929138183594
"300","by-dependencies",0,1.87197113037109,1.88286209106445,1.92654418945312,1.95212173461914,1.95635604858398
"300","by-dependencies",60,2.06464767456055,2.07128143310547,2.11984443664551,2.12813186645508,2.13015365600586
"300","by-dependencies",120,2.18779373168945,2.18943405151367,2.24990653991699,2.28977203369141,2.29592514038086
"300","by-dependencies",180,2.28715515136719,2.30907440185547,2.3399486541748,2.34970474243164,2.35621643066406
"300","by-dependencies",240,2.34403228759766,2.38096237182617,2.39578628540039,2.40825271606445,2.40866470336914
"300","by-dependencies",300,2.39395904541016,2.41061401367188,2.43527221679688,2.44618606567383,2.44799041748047
"300","by-dependencies",360,2.40151977539062,2.4320182800293,2.4608039855957,2.47735595703125,2.49242782592773
"300","by-dependencies",420,2.41786193847656,2.44062423706055,2.47691535949707,2.49619293212891,2.50099945068359
"300","by-dependencies",480,2.44610977172852,2.45322418212891,2.47670555114746,2.49531173706055,2.51072311401367
"300","by-dependencies",540,2.45115280151367,2.46022796630859,2.48773002624512,2.50606536865234,2.5061149597168
"300","by-dependencies",600,2.45694351196289,2.47750091552734,2.50567436218262,2.52394866943359,2.53968811035156
"2400","benchmark",0,1.84534454345703,1.90052032470703,1.99077224731445,2.00534820556641,2.00534820556641
"2400","benchmark",60,2.20550537109375,2.2628059387207,2.34386253356934,2.37266540527344,2.43722915649414
"2400","benchmark",120,2.37398529052734,2.40906143188477,2.50311470031738,2.56274032592773,2.59412002563477
"2400","benchmark",180,2.50706481933594,2.53451538085938,2.64913368225098,2.664306640625,2.69373321533203
"2400","benchmark",240,2.58120727539062,2.65159606933594,2.71567535400391,2.71669387817383,2.77460479736328
"2400","benchmark",300,2.66437911987305,2.71791458129883,2.76961135864258,2.7908821105957,2.83604431152344
"2400","benchmark",360,2.69822692871094,2.75088119506836,2.84103202819824,2.86234283447266,2.88312530517578
"2400","benchmark",420,2.73569488525391,2.81489181518555,2.86370849609375,2.88380432128906,2.88516998291016
"2400","benchmark",480,2.74430465698242,2.7877082824707,2.87421417236328,2.88853454589844,2.90676879882812
"2400","benchmark",540,2.75047302246094,2.83898162841797,2.8784351348877,2.91594314575195,2.97845458984375
"2400","benchmark",600,2.79021835327148,2.79830551147461,2.89297485351562,2.91198348999023,2.93484497070312
"2400","all-in-one",0,1.76594543457031,1.78155899047852,1.84261703491211,1.88335800170898,1.88335800170898
"2400","all-in-one",60,2.02748870849609,2.10836791992188,2.20806121826172,2.2815055847168,2.33189392089844
"2400","all-in-one",120,2.28557586669922,2.31013870239258,2.34711265563965,2.38430023193359,2.4365348815918
"2400","all-in-one",180,2.40084838867188,2.41080093383789,2.46785545349121,2.51062774658203,2.55205535888672
"2400","all-in-one",240,2.46359252929688,2.52094268798828,2.53542900085449,2.59686660766602,2.66264724731445
"2400","all-in-one",300,2.55289840698242,2.58835983276367,2.61967849731445,2.65797805786133,2.72443771362305
"2400","all-in-one",360,2.70351409912109,2.70426559448242,2.72211265563965,2.8437385559082,2.95162200927734
"2400","all-in-one",420,2.72451400756836,2.73959732055664,2.81312370300293,2.89026641845703,2.96814346313477
"2400","all-in-one",480,2.7138786315918,2.75076293945312,2.81711959838867,2.86043548583984,2.96027374267578
"2400","all-in-one",540,2.72275161743164,2.7528076171875,2.81616020202637,2.87150955200195,2.94272232055664
"2400","all-in-one",600,2.72788238525391,2.74892425537109,2.83436965942383,2.92164993286133,2.96288681030273
"2400","by-stack",0,1.78102111816406,1.8057975769043,1.83927154541016,1.8781623840332,1.90438079833984
"2400","by-stack",60,2.20932769775391,2.20932769775391,2.21954345703125,2.22445297241211,2.22445297241211
"2400","by-stack",120,2.40979385375977,2.40979385375977,2.41751289367676,2.43204498291016,2.43204498291016
"2400","by-stack",180,2.56064987182617,2.56064987182617,2.59476661682129,2.5969352722168,2.5969352722168
"2400","by-stack",240,2.55651092529297,2.63080596923828,2.66409873962402,2.70619201660156,2.70653915405273
"2400","by-stack",300,2.60964202880859,2.69110107421875,2.71784782409668,2.78292465209961,2.78975296020508
"2400","by-stack",360,2.75725936889648,2.75725936889648,2.77122688293457,2.80987548828125,2.81871032714844
"2400","by-stack",420,2.79811477661133,2.79811477661133,2.82980537414551,2.83731460571289,2.84027481079102
"2400","by-stack",480,2.72202682495117,2.79439926147461,2.81804656982422,2.85693740844727,2.89346694946289
"2400","by-stack",540,2.73113632202148,2.7986946105957,2.81182479858398,2.86886596679688,2.89413452148438
"2400","by-stack",600,2.71162414550781,2.78210067749023,2.82090187072754,2.84650421142578,2.87121963500977
"2400","by-dependencies",0,1.87080383300781,1.8736686706543,1.92410659790039,1.98990249633789,1.98990249633789
"2400","by-dependencies",60,2.21297454833984,2.28115463256836,2.31956481933594,2.34492874145508,2.34492874145508
"2400","by-dependencies",120,2.40921401977539,2.43742752075195,2.49932861328125,2.55400848388672,2.61038208007812
"2400","by-dependencies",180,2.52641677856445,2.536376953125,2.59314727783203,2.67477798461914,2.77233123779297
"2400","by-dependencies",240,2.6171989440918,2.63631057739258,2.66934776306152,2.73192596435547,2.81381607055664
"2400","by-dependencies",300,2.6613655090332,2.71411895751953,2.73214340209961,2.82256698608398,2.87527084350586
