Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,28035,0,48,241.3103620474407,1,2906,8688.0,46.638671097444586,0.0,48,58,81,110,1000,1600,1800,2000,2400,2800,2900
GET,/basket.html,26849,0,8,234.09531081232075,1,3117,23020.0,44.66565651133546,0.0,8,25,56,99,1200,1600,1900,2100,2600,2900,3100
DELETE,/cart,23538,0,10000,11579.739272665478,14,49094,0.0,39.1575188261691,0.0,10000,12000,13000,14000,28000,36000,41000,42000,45000,47000,49000
POST,/cart,26850,46,13000,13214.930391061453,41,54301,0.10964618249534451,44.6673200986762,0.07652501767370969,13000,15000,16000,17000,28000,32000,40000,45000,50000,54000,54000
GET,/category.html,27571,0,8,213.53037611983606,0,3018,11518.0,45.86676657134456,0.0,8,25,52,86,1000,1500,1800,2000,2400,2700,3000
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,3082,0,7,229.0324464633355,1,2652,10364.0,5.127176184138549,0.0,7,18,44,76,1200,1700,1800,2000,2600,2700,2700
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,3047,0,7,218.16048572366262,1,2594,10364.0,5.0689506272129,0.0,7,19,48,86,1100,1600,1800,2000,2400,2600,2600
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,3157,0,7,202.83370288248338,0,2675,10364.0,5.251945234693511,0.0,7,17,43,69,1000,1600,1800,2000,2400,2700,2700
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,3055,0,6,217.62487725040916,1,2791,10364.0,5.082259325938763,0.0,6,15,37,64,1200,1600,1800,2000,2500,2800,2800
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,3074,0,7,221.52537410540012,1,2692,10364.0,5.113867485412687,0.0,7,18,44,80,1100,1600,1800,2100,2500,2700,2700
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,3000,0,7,213.50633333333334,1,2288,10364.0,4.990762022198457,0.0,7,17,43,81,1000,1600,1800,1900,2200,2300,2300
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,3065,0,7,215.0035889070147,1,2726,10364.0,5.098895199346091,0.0,7,18,44,75,1100,1600,1800,1900,2400,2700,2700
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,3004,0,7,217.77996005326233,1,2589,10364.0,4.997416371561389,0.0,7,17,42,69,1100,1600,1800,2000,2400,2600,2600
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,3087,0,7,232.2095885973437,1,2882,10364.0,5.135494120842213,0.0,7,19,47,90,1200,1600,1800,1900,2500,2900,2900
GET,/login,27571,0,11000,11532.713140618765,42,48951,12.999528490080158,45.86676657134456,0.0,11000,13000,14000,15000,24000,28000,37000,41000,46000,48000,49000
POST,/orders,24219,11456,54000,38852.143028201,144,60153,321.05004335439116,40.29042180520815,19.058056575435177,54000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
,Aggregated,212204,11502,1000,9006.796271512318,0,60153,6941.799150817138,353.0198880528672,19.134581593108887,1000,8300,12000,13000,28000,60000,60000,60000,60000,60000,60000
