"Time","by-stack"
2024-02-27 08:51:00,0.284
2024-02-27 08:51:30,3.23
2024-02-27 08:52:00,5.00
2024-02-27 08:52:30,4.35
2024-02-27 08:53:00,5.23
2024-02-27 08:53:30,5.44
2024-02-27 08:54:00,5.36
2024-02-27 08:54:30,4.65
2024-02-27 08:55:00,4.90
2024-02-27 08:55:30,4.49
2024-02-27 08:56:00,5.29
2024-02-27 08:56:30,4.61
2024-02-27 08:57:00,5.18
2024-02-27 08:57:30,5.28
2024-02-27 08:58:00,5.33
2024-02-27 08:58:30,5.14
2024-02-27 08:59:00,4.37
2024-02-27 08:59:30,4.12
2024-02-27 09:00:00,4.71
2024-02-27 09:00:30,5.24
2024-02-27 09:01:00,5.08
